comments,Logistic Regression,Gradient Boosting
mira angel todo el mundo sabe que un coche tiene dueno a menos que sea robado o bien sea un coche que una compania de seguros lo ha dado siniestro total indemnizando al propietario y ahora algun listillo lo ha sacado del desguace y esta intentando recuperarlo eso me paso a mi hace anos que entregue un coche al desguace y a los dos meses me llega una multa por que lo habian puesto de nuevo en circulacion ojala hubiese bloqueado el fabricante el coche por que tube que pasar por un calvario judicial,0,0
te digo la verdad toda la culpa es del comparador no estan comprando un coche estan comprando un logotipo y una moda y poca estafa me parece la que estan padeciendo sus compradores tienes un monton de marcas mas fiables que no son electricos pero queda muy bien hacerse el ecologista en finyo seguire comprando coche contaminante y japones mientras pueda un abrazo,0,0
la verdad es que no se para que deseas aprender a arreglar tesla si con la propaganda que le da no creo que muchos que tengan tesla te lo lleven a arreglar es que el odio que sientes por la marca te sale por los poros uno es subrealista usar una bateria de un mercedes para un tesla eso da deseos de reir dos muestras el polvo y el desastre que tienen esos coches como si eso fuera culpa de la marca tres quien erereir r la marca el responsable el que trata de evitar que alguien que quiere y esta aprendiendo haga cosa que pueden salir mal los pasos para activarlo despues de un salvage es para seguridad y tanto tu como los posibles clientes luego deberian agradecer supongo sabes el peligro que encierra las baterias de litio con toda la capacidad que tienen ademas de los accidentes que se evitan de controlar los que pongan sus manos en una tecnologia relativamente nueva y desconocida y pienso que tienes un buen taller y quizas capacidad y profesionalidad para trabajar los teslas pero dudo que te vaya bien con esa aptitud tesla pudiera decirte si hablas de mi pudieras estar hablando de tu futuro,0,0
em piensa que alquila todos sus vheiculos,1,1
ale a seguir comprando teslas,1,1
sinceramente angel yo cogia y por medio de diseno grafico falsificaba el permiso de circulacion y se lo mandaba a tesla y me fumaba un puro ellos tienen su procedimiento y tu el tuyo un saludo,0,0
soy aficionado a los clasicos hace un ano compre un seat mil quinientos parado treinta y cuatro anos unos pocos de ajustes gasolina y en marcha para poder pasar itv tuve que arreglar muchas cosas principalmente toda la hidraulica como frenos embrague y en cuanto paso la itv llegue a la conclusion de sie habia que rehacer motor algo normal en esas mecanicas de casi sesenta anos y treinta y cuatro parado en breves volvera a circular no como el primer dia pero casi igualito que con las modernas soluciones actuales,0,0
nada nada hay que volver al coche analogico pero claro de segunda mano,1,1
esto tiene toda la cara de un extorsionador parece que a quienbseble ocurrio la idea de crear todo esto es por parte de un mafioso si la mafia hubiera creado una marca pues la marca es tesla esto esta disenado para sacarte todo el dinero posible tu crees que estas comprando un auto pero estas comprando problemas la unica forma es hackear todo el auto y presindir de los servicios de tesla,0,0
luego criticamos a quienes tienen un auto de mas de veinte anos porque no son sostenibles y ecologicos usar y tirar es mas ecologico hoy tristemente solo debe parecer bonito ecologico y resiliente pero la palabra clave es parecer,0,0
oipno lo mismo no cambio mi mercedes e 280d del dos mil seis tiene 500000km y va como la seda los electricos pueden esperar,0,0
valla mierda,1,1
reparadlo por supuesto supuestamente la ley europea ampara el derecho a reparacion cuando tesla quiera denunciaros pq lo habeis hecho sin su consentimiento entonces empezara una peli bien entretenida que debera acabar bien para vosotros por supuesto has dicho unas cuantas verdades bien dichas interesante va a estar el tema,0,0
bienvenidos a la dictadura de tesla y a las cero emisiones de los electricos el papel lo aguanta todo me rio por no llorar,0,0
increible,1,1
que guay estamos salvando el planeta yujuuuuuuuuu,1,0
angel eres un tio cojonudo al denuciar estas cosas de tesla y lo del reciclaje no lo vi venirk caraduras somos en espanatienes dos cojones admirablestengo eexper 150mil kmencantadopero k hara peugeot conmigo cuando cambie bateriaya te direde momento nueve para peugeot10 cuando sepan cual es el mantenimiento de la eexpertsaludos,0,0
bien venidos al mundo de las licencias por uso electricos no gracias,0,0
salvage en ingles es para decir coche para desguace,0,0
mandales documentos manipulados no lo van a comprobar y yasta,0,1
compras un coche de minimo sesenta mil x trece mil y crees que con una reparacion estetica ligera has echo el negocio de tu vida pues el qhe hizo el neglcio fue el que recibio el dinero al margen de si esta bien o no que tesla haga lo que le salga de ahi abajo un poquito de sentieo comun a veces es preferible,0,0
ni nuevo y mucho menos de segunda mano me compraria esta chatarra de marca y algunos la siguen comprando una lavadora la pongo en marcha mas facilmente,0,0
gracias,1,1
seguir denunciando es lo que hace que las empresas se pongan las pilas bien hecho angel yo tengo un tesla pero lo que te ha pasado no es justo y yo diria que no deberias ser ni legal apoyo desde aqui,0,0
ya veras que risas cuando algun jaker piratee el sistema y se dedique a poner en modo salvaje todos los teslas,1,0
este video le va a interesar a,0,1
ese es un robo despues de yo comprar un vehiculo yo entiendo que puedo modificarlo a como me de la gana si quiero prepararlo para echar carrera lo hago y punto soy responsable de ese vehiculo porque es mio si usted no quiere que yo lo cargue en sus cargadores magnifico pero como dices tu angel lo puedo cargar en en mi casa en cualquier otro lado eso es un robo una estafa,0,0
excelente idea seria un palo mundial ponerle un v8 a un tesla eso alguien tiene que poder hacerlo creeme que se iria vital mundial el video y de pasada seria un headshoot a testla,0,0
el problema no es las mentiras pero si la impunidad,0,0
y lo peor es quien habra quien diga que cuentas cosas que no son pero la verdad es una tesla un traje bonito para quien le importe poco el dinero los problemas que cuentas son reales,0,0
en europa existe legislacion que protege el derecho a reparar quizas por ahi puedes apretarles,0,0
no pos ta cabron el asunto pero dale nosotros a qui pendiente aver que pasa pero las lelles no estan echas para ayudar definitiva mente y lo peor nosotros los elegimos la porqueria de servidores publicos una pena esto es a nivel mundial triste realidad,0,0
esta claro que todo lo hacen para que se nos quiten las ganas de tener un coche esa es la realidadnos quieren sin coche ojala tuvieramos la libertad que tienen en estados unidos en donde puedes hacer lo que quieras a tu coche e itvs mas flexibles a mi tambien me gustaria verlo con un v8,0,0
oleee y oleeee angel vaya video de los mejores que has hecho gracias por destapar lo que es tesla realmente sigue con esos coches que estaremos atentos un saludo,0,0
lo que me fastidia y mucho es que te bloqueen el coche a distancia cuando es tuyo igual que ahora con el adblue si te quedas sin el no puedas arrancar el coche es una cosa que me mata y no entiendo de los fabricantes,0,0
eso pasa por comprar un tablet con ruedas,1,1
dale angel,1,1
y si tira palante con este tema,0,0
ya no me deshago del saxo hasta que reviente veinticinco anos y lo mismo le saco otros veinte mas mientras los chinos sigan produciendole silent bloks manguitos juntas y guardapolvos de palieres y direccion y el coche pase la itv,0,0
interesante informacion la de tu video lo de legal o no si quien compro el coche acepto determinadas condiciones tal vez lo sea ojo que digo tal vez y luego se pretende hacer ver que el mercado de coche electrico es verde d angel sr crack de aranjuez un abrazo desde san lorenzo de el escorial,0,0
al final es lo que dije son putos iphones caros con todas las restricciones del mundo y asi acaban haciendole pirateo si te regalan uno porque no se acuerda de la contrasena la verdad que seria mega interesante que algun informatico pro en coches le metiera mano pero no os denunciaran por hcer ingenieria inversa angel tened cuidado que no quiero que te tumben la empresa y el derecho a reparar ahi esta no para limpiarse eltrasero en fin,0,0
legal o justo no se pero es muy americano apple hizo lo mismo con mi tabletjamas volvi a comprarle algo a apple la tendencia es llevar todo lo que se pueda al pago por uso con los vehiculos estan empezando,0,0
adelante y a saco me gustaria lo solventaras y publicaras el desenlace si estuvieras mas cerca te echaria una manita aunque se que tienes gente cerca que lo hara,0,0
ponle pin cinco mil quinientos cincuenta y cinco,0,1
el coche electrico es solo otro negocio mas no el futuro del planeta producirlos cuestan igual o mas que un coche convencional en cuanto a huella de carbono se refiere y ni hablar de como se produce la electricidad con que funcionan y al poco tiempo empezar a lidiar con baterias el tema es consumir menos o maximizar al maximo lo que tenemos yo tengo el mismo vw hace catorce anos y bien cuidado me durara catorce anos mas de hecho no pienso comprar ningun auto mas en mi vida y lo uso lo justo y necesario no necesito mas mas ecologista que eso no hay mas un abrazo,0,0
por favor angel anadenos un poco mas de informacion sobre el reciclaje de las baterias de los coches electricos es cierto lo que dicen sobre esa recuperacion de hasta el noventa y ocho,0,0
imaginate lo que se te puede apagar con una identidad digital,0,0
como ya te dijimos cientos de personas en instagram lastima que no puedas plantarle un v8 y salir corriendo porque ahora mismo tienes dos fabulosos pisapapeles,1,0
totalmente de acuerdo con que es todo mentira pero si el auto se bloquea es por algo,0,0
esa marca no deberia comprarla nadie para que se enteren un poco la gente de la politica de esa marca para llevarlos al juzgado,0,0
lo de tesla es intolerable el problema es que la filosofia general del coche electrico es comprate otro si tienes algun problema,0,0
hola angel ese mismo modelo ami jefe un quebradero de cabeza la ultima la bateria nueva de trinca mas los innumerables problemas de todo tipo vamos una ruina llevara mas 30000euros en averias mas el tiempo parado en tarragona casi 6meses al final a tesla barcelona creo que poco se a ahorrado con ese coche un abrazo desde zgz,0,0
ami me hicieron lo mismo con un xiaomi 11t,0,1
cuando compras un tesla es tuyo por que lo compras o sigue siendo de tesla,1,0
que complicado cuando ya no puedes ser dueno de lo que pagas,0,0
a ver donde esta aqui el derecho de reparacion de tu coche estamos en europa codigos abiertos para que se pueda reparar un vehiculo en un taller no oficial o estamos un un abuso total de parte de un fabricante americanoporque a esta compania se le permite manipular y es mas tomar como propiedad un vehiculo que me ha vendido en este caso a ti angel no lo entiendo es como si yo te vendo un coche y luego te digo que no lo puedes usar porque lo digo yo esto es demencial y vergonzoso y todavia mas vergonzoso que lo puedan hacer impunemente un abrazo companero y te animo a que sigas denunciando y sacando la verdad y los colores a esta gentuza,0,0
no es estrano que despidan a quince mil personas,0,0
vaya p yo no me puedo permitir un tesla pero si pudiera no lo quiero ni regalado,0,0
los vehiculos de tesla tienen telaporque tienen unas reglas que juegan con la logica y la injusticia por otro lado e visto un youtuber lame culos que te desmiente lo del reciclaje de las bateriasotro que se suma alas mentiras por ganar visitas y likescomo decia mi abuela descanse en paz con noventa y tres anos la vida es una mentiray los altos mandos juegan con nosotrosy las leyes favorecen alos ricos y perjudican alos pobres tanto tienes tanto valesdonde queda el honor y legalidad de las personasun saludo de fran rayban de tarragona yo no sigo a nadiesolo la verdad y honestidad,0,0
que desgracia de marca y aun hay gente que dice que el electrico salva el planeta los carros de gasolina y diesel reviven luego de veinte anos parados,0,0
me recuerda a cuando un juez dijo una vez que cuando compras una consola tenias derecho a hacer con ella lo que quisieras abrirla modificarla soldar chips etc,0,0
yo me meomenudo fracaso en coche electrico,1,1
mi vecino rumano te lo arregla en 12h,1,1
demoledor,1,1
muy bien dicho angel tienes mucha razon hay mucha gente interesada y muchos bocazas que defienden intereses propios a mi me parece fatal que tesla te bloqueen el coche porque es tuyo y tu lo has pagado por mi aeelante con el proyecto para aprender,0,0
pobre cosa cara lo bueno del electrico es la aceleracion el bajo ruido mantenimiento de risa y peso bajo lo malo del electrico el peso de la bateria las temperaturas la stamina las cargas y la autonomia lo peor del del electrico tesla,0,0
cada dia mas convencido de la basura que es esa marca,1,0
muy interesante esta denuncia publica que retrata la injerencia de tesla y la hipocresia del gobierno y las plantas de reciclaje como todo en la vida tendra que pasar varios filtros para llegar a la conclusion de que lo que hace tesla con estos vehiculos salvajes es claramente ilegal en el mejor de los casos si una persona con medios o conocimientos juridicos es afectada por esta injerencia de teslatendra que litigar y dedicar medios tiempo y dinero la hipocresia del gobierno y de una parte de empresas asociadas a esta mentira son colaboradores necesarios de esta intromision en la propiedad de un bien ajeno para tesla que supongo que mediante clausula con letra muy pequenita en eo co trato de compra venta figurara convenientemente agazapado para desgracia de aquel propietario que ose arreglarlo o repararlo sin el beneplacito y conocimiento del gran hermano tesla gracias angel por esta interesante y clarificadora informacion que aboca a los afectados a un autentico laberinto sin posibilidad de salida un saludo,0,0
increible eso debe de ser ilegal compras un vehiculo es tuyo y haces con el lo que quieras dentro de la legalidad llevarlos a juicio serviria de algo,1,1
que pasa angelito que te quedas sin material para generar polemica y compras teslas rotos para que tu canal no pierda fuelle no y de paso alimentas a los heiters como tu del coche electrico con la misma retorica de siempre el que no te conozca que te compre angelito,0,0
queremos vivir en un mundo digital siendo analogicos queremos un mecanico cuando solo existen cambia piezas creemos que sabemos circular y aun vamos con mentalidad de ir a caballo vamos de modernos por la vida y no servimos ni para relleno de almohada asi nos va que vamos dando lecciones sin dar ejemplo de nada,0,0
tesla son unos piratas se creen que te has comprado un programa en vez de un coche,0,0
pues todo depende de lo que esta escrito en el contrato de compraventa,0,0
no a mi no me parece normal y visto lo visto comprare un electrico cundo no haya de los de combustion,0,0
algun hacker deberia prestar su ayuda para vencer a la mafia de tesla anonimus echadnos un cable,1,0
me gustaria hacer la ingenieria inversa para el pin gratis,1,0
legal no se pero claramente injusto dado este escenario apoyo tanto la ingenieria inversa como el pirateo,0,1
muchas gracias angel,0,1
lo dicho lavadoras con ruedas cariiiisimas,1,1
un atraco,1,1
comprar un tesla no es una compra inteligente,1,1
yo directamente prohibia la venta en epana de vehiculos que obligatoriamente necesitasen estar conectados a servidores informaticos de cualquier tipo para funcionar o que necesitasen codigos de activacion de sus componentes informaticos que pudieran ser denegados por el fabricante los componentes informaticos del coche deben ser meramente informativos y jamas prohibitivos excepto los que por ley se indiquen que deben funcionar de tal forma el coche es propiedad del duno no de la marca que lo fabrico y no puede alegar la ley de propiedad intelectual para negar la reparacion de dicho vehiculo por cualesquiera metodos que el dueno quiera emplear sinceramente este tema es la puntilla que directamente me echaria para atras para comprar cualquier coche o directamente cualquier cosa se imaginan no poder entrar a su casa porque el sistema de su alarma no lo permite y la compania de su alarma tampoco yo no,0,0
animo quemalos,1,1
en espana no se puede tu los has dicho y hay esta el problema,0,0
lavadoras solo de balay que ahi tengo un amigo,0,0
tesla es la empresa autromotriz con mejor marketing del mundo autos carisimos y con millones de problemas aun asi la gente lo compra,0,0
nos mean y dicen que llueve el problema que muchos se llevan a la boca ese agua de lluvia,0,0
animo y a por otra demanda contra elon deseando ver los proximos videos de continuacion empieza por limpiarlos,1,1
cuando el propietario tenga un problema grave por tu manipulacion vas a hablar mal de tesla o vas a decir que no tenias ni p idea sigue poniendo a la gente en riesgo irrespondable,0,0
el tesla azul es el que reparo michaelmotors,0,0
son jodidos moviles cuando quieran te lo apagan y comprate otro o ya es viejo para actualizaciones,0,0
es lo que pasa cuando se impone a la fuerza algo con mentiras y falsedades que acaba reventando por todos lados el electrico esta muy bien para quien lo quiera y lo necesite y para quien no pues no ha de ser una opcion no una imposicion,0,0
toma coches lavadoras seguir tirando el dinero y alimentado estos timos seguir,1,1
depende del contrato supongo si no pone nada no veo que tengan derecho,0,0
tesla hace lo que quiere porque gran parte de sus proprietarios aceptan todo menos las criticas justas y fundamentadas como estas,0,0
al final vamos a los coches de suscripcion o te lo apagan todo a peor estamos entrando en cosas de peliculasnaves espaciales,0,0
me parece estupendo lo que ha hecho tesla lo manipulas lo tocas lo pones en riesgo y pretendes que tesla te deje que alguien tenga un accidente por tu mala manipulacion ha hecho muy bien,1,0
no es por criticar xo x seguridad tuya y del vehiculo el positivo se pone primero y se quita el ultimo asi evitas cerrar el circuito con el positivo,0,0
ante todo muchas gracias por tu claridad informando confio que no te gastes mucha pasta en piratear los sistemas del gran pirata vendedor de esa estafa de solucion de movilidad es que tiene webs la cosa no solo obligan a insertar un pin sino que ademas se permiten jakearte el coche via ota a distancia de verdad que hacen falta mas argumentos para enviar a este fabricante a la mismisima m,0,0
perdonar pero ni pintado,0,1
ya se veia venir estos casos tu coche no es tuyo,1,1
los ecolotontos lo pagaran caro,1,1
puedo entender que se anule una garantia que habria que verlo pero de ahi a apagar un vehiculo el cual esta abonado integralmente o en caso de financiacion tesla habria cobrado igualmente no creo que sea ni legal hacer eso dando igual que se haya declarado siniestro total o una reparacion normal siempre que una vez reparado se declare apto para su correcto funcionamiento que tiene que ver un fabricante,0,0
mi seat leon diecinueve tdi pd con 430000km y diecinueve anos funciona tan bien que cuando voy al cambio de aceite mi mecanico siempre intenta comprarmelo pero no esta en venta un saludo a mis queridos petrolheads,0,0
bueno el video,0,0
video muy interesante,1,1
lo mismo que ha intentado hacer apple durante anos con sus equipos prohibir que alguien mas intente repararlos y obligar a sus clientes cautivos a que compren un equipo nuevo asi como wiltech llego para darle nueva vida a los equipos apple que el mismo apple declaraba como inservibles angel mira que tu puedes ocupar ese lugar en el area de coches electricos hace falta alguien que venga y proporcione nuevas opciones aparte de la marca saludos,0,0
el obd te da acceso a la configuracion de sistema y si no piensa como un ordenador,1,0
es ilegal por que es una propiedad privada y es un delito,1,0
mil doscientos treinta y cuatro,1,1
buenas angel si alguien puede ese eres tu,0,1
moraleja no comprar tesla,1,1
dale cana a esos tesla busca un buen ingeniero informatico piratealo y convierte una cafetera en un automovil,0,1
los dos tesla de subasta tienes que buscar un hacker para los piratee como si fuera un videojuego,0,0
un permiso temporal previa matriculacion,1,1
pudriendose en garages y desguezaderos no consumen ni combustible ni electricidad esa es la unica etapa del ciclo de vida en que no contaminan estos vehiculos electricos,0,0
aqula clave esta en que el subastador del vehiculo cuando lo envia por barco debe adjuntar el titile que es como el documento de propiedad y ahi vendra el sello de salvage pero creo yo que con el title los justificante de aduana y pago de subasta tesla deberia desbloquear el vehiculo puesto que en espana y en europa el ganeral el salvage no existe,0,0
si no me equivoco angel el salvage es una declaracion de siniestro que hacen todas las marcas en el mercado norteamericano,0,0
yo pensaba que lo de salvaje era porque corria como un animal o algo la version poderosa de huev,1,0
suerte con el retoeres un grande,0,0
mas motivos para no comprarse un tesla gracias por abrirnos los ojos,0,0
muy interesante lo que comentas gracias por informarnos de estos pequenos detalles de los que no nos enterariamos si no es por gente como tu mi enhorabuena,0,0
yo soy propietario de un tesla y un super fans de la marca pero esto es intolerable y no se debe de permitir los corte no quita lo valiente si lo hacen mal a por ellos angel saludos desde malaga,0,0
tremendo abuso sobre la propiedad privada se supone que ninguna empresa puede quitarte el derecho de uso o privarte de funcionalidad por la que ya pagaste y eres dueno,0,0
este problema de apagar el vehiculo en remoto quien lo invento fue john deer el fabricante de tractores mucho antes de que tesla empezara a aplicarlo para evitar algo que en el sector primario es habitual reparar en casa o hacer pequenas modificaciones al tractor para adecuarlo al terreno y al tipo de trabajo cuando empezo la guerra de ucrania salio la noticia de que el ejercito ruso robo o secuestro multitud de tractores tanto de los campos como de los concesionarios en las noticias se reian del ejercito ruso porque la mayoria de estos vehiculos eran john deer y se sabia que entre muchas practicas de dudosa legalidad una era la de apagar el tractor en remoto e incluso saber mediante un gps integrado en los ordenadores donde estaba luego se la tuvieron que cuando les llegaron las noticias que esos vehiculos el noventa y cinco estaban hackeados por hackers ucranianos para evitar que la informacion recopilada en los campos de ucrania fuera transmitida a los centros de john deer en eeuu sin autorizacion previa de los compradores de los tractores y al mismo tiempo que pudieran ser reparados por los propietarios sin el peligro de que john deer apaga el tractor de forma remota seguro que por la dark web ya circularan cracks para vehiculos tesla tanto para reactivarlos como para romper la conexion con la central de tesla e impedir la recopilacion de datos,0,0
a mi me paso lo mismo con un renault cinco de mil novecientos setenta y siete le lleve a un taller no oficial de la marca se entero la marca y me le anularon a distancia no volvio a arrancar,0,0
lo que faltaba menuda gracia ja ja ja dos tesla piratas circulando por espana y se viene proximo juicio de verdad menudo sinsentido el hazmerreir los proximos diez anos van a ser muy interesantes con esto de la movilidad electrica a ver en que encrucijadas nos lleva cada marca para simplemente reparar un coche,0,0
angel eres un maquina saludos desde porsche zuffenhausen stuttgart,0,1
el savage tittle se produce cuando un vehiculo es declarado siniestro total si se desea desbloquear un siniestrado en eeuu ha de certificarlo el fabricante sea quien sea en reino unido nos pasa lo mismo respecto al pin hay que anadirlo a tu cuenta para ello hace falta la factura de compra en muchos paises como en uk no hay permiso de circulacion ni documento de propiedad si es alucinante con la factura vale,0,0
es alucinante que unos coches tan caros tengan un interior tan pobre lo normal dado su precio es que tengan acabados de calidad y lujo a raudalespero veo que los tesla no tienen ni una cosa ni la otra,0,0
lo que tengo claro es jamas me comprare una mierda de coche electrico,1,1
muy facil no compres un teslaasi de simple p,1,1
para comprar un tesla ahora prefiero un hibrido o un coche normal vaya futuro que tiene un propietario de tesla,1,0
todos los electricos no son como tesla afortunadamente,1,0
gran trabajok paciencia kn los electricos,1,1
eso se piratea y es facil,1,1
para mi tesla es un timo pgas pero el coche no es tuyo,1,0
senor angel gaitan como se te ve el plumero vamos cada dia mas un saludo como dice el papa vergona,0,0
angel que tal si con toda la documentacion que tengas y tu contrato de compra venta masun acta notarialdando fe que es de tu propiedad y con documentacion de compraventa legal solicitas mediante burofax a tesla que desbloqueen ese coche estan en la obligacion no pueden limitar tu vehiculo de esa forma no es de su propiedad,0,0
se viene batalla legal y david tiene los mas grandes que goliat,0,0
alguna vez he comentado que en algun momento se pueden bloquear coches a distancia porque haya que actualizar soft y esa actualizacion ya no se haga porque el coche este fuera de garantia que el problema de los coches no es la bateria si no el soft que pueden hacer lo que les de la gana etc me han dicho que estoy loco pues vale ochenta electrico en un directo dijo exactamente eso y luego dicen los que tanto saben desde el ordenador que estamos controlados pero en el caso del electrico ya no ven ningun control porque es la 9a maravilla del mundo en fin saludos,0,0
vos podes crack exitos,1,1
elon musk es un crack,0,1
visto lo visto me parece que voy a seguir con mi toyota carina diesel con sus veintiocho anos de vida y sin problemas,0,0
me suena a mafia todo lo que rodea a tesla,1,0
evidentemente no me compro un tesla ni de cona,0,0
tesla es una ruina no lo quiero ni regalado,0,0
los sabotajes y restricciones de los fabricantes de los coches electricos los sospechabamos muchosal tiempo se vendran mas cositas,0,0
el negocio climatico,1,1
angel has mirado en mineria urbana de segovia para el tema del reciclaje de baterias,0,0
no entiendo porque has comprado estas mierdas no lo entiendo,1,1
angel a por ellos me pareceria una buena demostracion para que los que esten en una situacion similar si tienen alternativas mejor que mejor,0,0
compras una scooter electrica y cuatro anos despues y con tres mil novecientos kms la bateria ya no tiene las prestaciones para que en las cuestas arriba no se venga abajo y subas a dos mil quinientos treinta kmsh pides presupuesto de una bateria nueva y te piden mil cuatrocientos noventa euros por una nueva costo hace cuatro anos dos mil trescientos euros la scooter entera en serio ya me han enganado bastante no quiero saber nada mas de nada electrico,0,0
angel hola la palabra salvage del ingles salvage salvage titlesalvage car no significa salvaje en ingles savage sino salvado es decir son coches que han sido destrozados estan inservibles o hechos una mierda pero que alguien los salva del junk yard chatarrerias y los mantiene semi legales tienen muchas limitaciones en eeuu con un salvage title,0,0
cuanta verdad como les duele a los companeros hayter espana es un pais sin remedio joder tesla es una dictadura ojala nunca llegue a la politica un tipejo como elon,1,0
lena al mono angel,1,1
a mi me parece una medida de seguridad estupenda poder poner un pin a tu coche parece ser que imposibilita que te lo roben o dificulta el proceso para los kakos por lo que no sera tan atractivo cuando lo vendes obviamente habra que facilitar el pin pero eso no es culpa de tesla sino del compradorvendedor respecto al otro si le han dado siniestro total por parte de tesla puede ser que tenga elementos de asistenciaseguridad comprometidos estos coches tienen todos autopilot aunque sea basico normal que se cubran las espaldas por si no esta el coche en buen estado y pueda provocar un accidente solo ves las pegas mecanico de rrss aunque claro es lo que vende,0,0
la estafa de los electricos,0,0
tu sabes lo que es la mafia claro que lo sabes estoy siendo sarcastico pues eso es lo que hay gracias por tus videos,0,1
sin comentarios todo es negocio y la agenda dos mil treinta es una pt mi me gustaria que siguieras con el asunto un fuerte abrazo,0,0
todo ventajas con los teslacoche y escape room todo en uno,0,0
cuenta todo de estos tesla cuenta todo de los reciclajes de esas baterias supervision de los abogados y a horizonte y a tus redes es una enganifa lo que no logro entenderes como estas buscando comprarte otro electrico si despues son basura irreciclable todo es corrupcion politica desde arriba europa,0,0
yo les devuelvo las baterias y le pongo un motor de combustion ojala fuera posible,0,0
tesla esta pasado de abuso pareciera que en el fondo todo lo haran asi como si fuera un servicio cuando tu pagas completo por lo tanto es de tu propiedad,0,0
angel este fin de semana voy a la feria del automovil aqui en valencia y voy con la intencion de comprar un coche nuevo segunda mano kilometro cero me da igual necesito un coche cuales son las marcas mas fiables me gusta el seat leon fr pero estoy abierto a todo gracias,0,0
en los renault zoe siniestrados con bateria de alquiler ocurre lo mismo renault te impide usar el vehiculo aunque le cambies la bateria y le pongas una de tu propiedad los servicios conectados es la lacra de los vehiculos actuales,0,0
me gusto mucho el video es una informacion salvaje,0,0
si no te gusta las normas de la marca no compres esa marca hay muchas mas,0,0
quiero ver las conclusiones del video que jodidos tesla,0,0
sigue con esto d,1,1
ponle un v8 y lo usas en tu circuito,1,1
super interesante espero que subas mas videos mostrando los avances y que finalmente lo heches a andar lo matricules y nos lo muestres animo y duro con ello,0,0
menuda kaka de coche son duenos de tu coche hasta despues de vendertelo esto debe ser denunciable de alguna manera porque no dejan reparar los coches,1,1
vamos que si te compras un tesla y te lo dan siniestro da el coche por perdido y al desguace no te dan la oportunidad de reparlo como cualquier otro coche yo no entiendo como pueden comprarse esta marca no tienen etica,0,0
es un intento de control son unos hp solo les importa vender y no que nadie repare otros hp en el mundo habria que darles un buen susto angel tu eres un heroe de verdad no desistas hermano tu estas en el buen camino y tu forma de pensar es la correcta que nadie te diga que hacer y no desistas en este mundo corrupto tu eres un verdadero angel nunca cambies por favor,0,0
porque cada vez que un mecanico que no sabe donde tiene la cara provoca que el coche salga ardiendopor eso,0,0
surrealista,1,1
esos coches no estan hechos para rodar aqui en la tierratal vez si se los llevan a marte alli si funcione como tie q ser,0,0
pff quien no save eso bueno los europeos talvez,0,0
con titulo salvaje no se pueden matricular en espana ya desde hace mas de diez anos me paso con un porsche que sin las maquinas de usa no se podia codificar el mando a distancia solo abrir cerrar y arrancar el coche con llave si puedes tener permiso de circulacion con placas verdes no necesitas itv ni nada aunq no se si tienes x tiempo desde que llegue el coche por la aduana para presentar todos los papeles y matricular aun asi te repito que no podras matricular en espana ni europa con ese titulo para ponerle el v6 o v8 en teoria primero tienes que matricular el coche de serie y luego instalar un motor con todo su sistema de escape que cumpla la normativa actual,0,0
