text,label,cardinalidad_vocabulario,Longitud del Comentario,Recuento de Palabras
los delincuentes encuentran entre gente de izquierda a sus protectores que ademas los quieren premiar con el dinero de nuestros impuestos !!sinverguenzas inmorales sigan el hilo,1,24,177,26
ldominguez diazv dificil ya que diazv se reune con los sinverguenzas mas grandes del gremio es perrito faldero de la desgraciada que voto en contra de la ciudad y mas encima cuando debe asistir a las reuniones desaparece es obvio que hay gato encerrado a contraloria con este weon nomas,0,41,286,50
ldominguez diazv a mi por ser dirigente no me postularon a ningun bono de conductores mientras tengamos seremitt coimeros jamas tendremos transporte de calidad y este ultimo es defensor de los sinverguenzas,0,29,206,32
toda esa manga de sinverguenzas se estan colocando la soga al cuello solitos,0,13,76,13
una traicion a las personas que perdieron sus pymes quienes muchos aun estan con deudas y siguen pagando impuestos para alimentar a la tropa de sinverguenzas de diputados q hoy votaron a favor,0,30,192,33
ya no creo en ningun politico de los partidos dc ppd ps udi rn fa y toda la tracalada de oportunistas sinverguenzas que durante mas de thirty anos solo se han dedicado a hacerse mas rikos y no les importa nada mas que ellos mismos chile cl,1,40,239,47
siempre tiene una explicacion para todo pero lo unico concreto que su servicio es una mierda me aburrieron ahora si los mando a la csm a estos sinverguenzas de,0,27,159,29
"son ladrones sinverguenzas cara duras y ademas chistosos ""revisaremos en nuestros sistemas""... si son sus sistemas y ejecutivos transfugos los que cobran servicios que no brindan ni se les solicitan impresentable",0,30,212,31
cobraban hasta por el cementerio de animales los frescos de raja y ahora andan llorando x q no tienen lucas sinverguenzas,0,20,121,21
si saben que hay votaciones deberian tenerle las lucas altiro a los vocales sinverguenzas de mierda si llevan tiempo preparando la estafa,0,21,137,22
rojo america cago cuando llegaron los sinverguenzas espanoles los fernandez entre ellos tapandose en culo con las manos,0,17,119,18
ayuda son unos la viven cargando y despues uno tiene q ir a sucursal a solucionarles el problema que generan una verguenza,0,21,122,22
manera de contradecirse este programa hoy avalando las tomas ilegales despues criticando a los sinverguenzas q se toman casas y lo encuentran terrible y piden que las autoridades se hagan cargo y arman tremendo show en fin hipocresia,0,34,233,38
esa watona qlia es jurisdiccion de green peace,0,8,46,8
fuera todos los dinosaurios con ideas retrogradas que nos representan y nos cobran caro,0,13,87,14
pues claro aun hay retrogradas en el mundo xd,0,9,45,9
tropa de imbeciles ignorantes y mentirosos encantadores de serpientes o mas bien de gusanos,1,12,91,14
son hipocritas piden igualdad no les gusta ni aprueban el neoliberalismo el consumismo etc pero tiene una millonada en patrimonio sueldos gigantescos y predican que todos deben ser iguales aun cuando ellos se mantienen en la cima ha sido y siempre sera asi con la izq,1,42,267,46
condenan y condenan a pinochet por asesino pero idolatran a un asesino peor ?hipocritas si asesinos ambos,0,15,105,17
?alguna gestion alguna palabra de esto o debemos seguir creyendo que son unas hipocritas,0,14,88,14
hipocritas espero de todo corazon se haga el cambio de todos los actuales parlamentarios sin excepcion,1,15,102,16
estos son los personajes que defiende el pc q quieren gobernar chile y que luego hacen gargaras con los ddhh... mentirosos hipocritas y como decia mi abuela... puros rotos metidos a gente,0,30,187,32
tiene todo tipo de mensajes politicos hacen gargaras con el pueblo y la lucha y la igualdad y la cacha de la espada pero lo cierto es que junto con ser un grupo musical mediocre son ademas unos hipocritas,0,32,204,39
igual que la viejuja pero les responden en sus terminos y lloran hipocritas,0,13,75,13
las comisiones fantasmas fueron legalizadas para no irse preso esos gueones y siemprw hay gueones que le da lo mismo o defienden esta guea pero le sale sangre en el ojo porque pagaron un misero peso por la nueva constitucion en fin gueones hipocritas,0,40,250,44
son hipocritas cinicos y viven del pueblo ya que con sus votos usufructan de sus logros politicos cobrando altos sueldos y viviendo como ricos que engano para el pueblo sin aborrecidos,1,27,184,31
kaiser orrego la chile pide el voto de la derecha pero escupe la ayuda de ?por que salvarle el pellejo a estos cdr hipocritas basta de ofrecer la mejilla y el culo,0,26,163,32
empatia y respeto pero estamos en chile estos qlos son los mismos chuchasumadres que dicen que pinera es un bastardo y asesino los miro y digo que hipocritas estos qlos,0,23,168,30
y ahora y one subiendose al carro de nole hipocritas lo menos que les cabe,0,14,74,15
en tanto y dando catedra en contra la trata de personas pero cuando el fin de semana el gobierno quiso expulsar del pais a quienes estaban involucrados en estos delitos pusieron el grito en el cielo hipocritas,0,30,209,37
hipocritas estoy segura q ven porno a escondidas,0,8,48,8
me da repulsion ver la cara d orrego y la manga d hipocritas en tv confio en q todxs salgan a votar y acabar con las vacas sagradas no saben q hacer q decir xq se les acaba vivir en la opulencia sin trabajar acosta de nuestra pobreza por dignidad,0,42,246,50
a mi me da exactamente lo mismo y la palabra si es la misma y si considero racistas e hipocritas a los que la usan todo el dia y webean si alguien que no es negro la usa lo que si yo no justifico quemar una ciudad porque creo que alguien fue racista ni le deseo la muerte,0,41,271,58
casi nadie se acuerda de oroz pero te daba facil tres pelotas de gol por partido lo malo que teniamos puros quesos en delantera lo que termino perjudicando a oroz en fin fue un ano como la corneta,0,33,196,38
"?por que los sediciosos de ocultan la nacionalidad de los moto clock ?por ""respeto"" ?respeto a que ?y el respeto a la integridad de sus victimas acaso no cuenta ?o por tener un reloj ""de marca"" no tienen derecho a seguridad y tranquilidad son como las pelotas",0,36,259,47
juancarlos la cueca en pelotas,0,5,30,5
clarisimo y muchos todavia no sienten que les pellizcan las pelotas,0,11,67,11
estimados la red anda como las pelotas test de velocidad al five de lo contratado dar solucion urgente,0,17,102,18
nos aburrimos del mal menor o silla musical x las puras pelotas pdc ppd pr ps o la derecha extrema y cavernaria gobierno chile nos fueron udi rn evopoli fracaso pinera y peor de peores gobiernos historia chile recuerde voto x futuro presidente del nuevo chile daniel jadue,0,41,272,48
y ahi estan victor y escobar tuiteando en pelotas y deseosos el uno del otro,0,13,76,15
las pelotas como se curan las heridas,0,6,37,7
ejaleeeeee comenzo la cueca en pelotas,0,6,38,6
one hundred and twenty-two a tirarase las pelotas hacer zancadillas a los que se mojan el potito y a pegar el zarpazo del feroz sueldo que agarran sin hacer nada,0,25,161,30
estamos al aire con el entre pelotas junto a y esperando a,0,11,58,12
rosz ah y los chequeos a las pelotas seran a conciencia de cada umpire es decir cuando el decida y crea conveniente hara revision de las mismas para prevenir uso de sustancias prohibidas,0,28,186,33
basulto eso es partidocracia y nos tiene hasta las pelotas tu hablas de ideal no de lo real hoy por hoy o no,0,20,108,23
todos los putos dias tiran bombas de ruido y fuegos artificiales del viernes que duermo como las pelotas por lo mismo y ya estoy chata me tiene aburrida stgo toda una vida viviendo aca que ya no quiero mas,0,36,205,39
ambos partidos entre chile y argentina fueron muy parecidos cada equipo tuvo pasajes buenos como malos con un estilo de tenencia pero de repliegue rapido pos perdida y resolviendose cada gol por medio de pelotas paradas duelos trabados definidos en empates,0,37,256,41
este colombiano hablando del partido de chile bolivia amigo chile tuvo twenty-six remates alrco two palos pelotas sacadas de la linea y con un gol en contra con una mano sumamente dudosa por contexto de jugada paraguay fue similar solo que jugo contra ten suplentes,0,40,265,45
bombacha lo poco q se vio fue interesante peleo y pidio pelotas tuvo una jugada de baby en el area cosa q se le pide a los delanteros creo q habria q darle mas minutos,0,31,167,35
que brereton solo toco dos pelotas pero se pego un pique y corrio mas que pinares se vio algo diferente,0,18,103,20
todas las pelotas a ellos,0,5,25,5
ni meneses ni vargas aportan mucho vidal perdio muchas pelotas e hizo muchas faltas jugo de llapa otro arbitro lo habria echado q otros delanteros ganen minutos asi tenemos opciones de hacer algun gol falta mucho trabajo aun que no se cansen nunca mena e islas,0,41,260,46
una cosa es ser prostituta y otra muy diferente es ser cochina y drogarse como si fuera lo mas genial y maravilloso del universo frente a cientos de ninos entre ellos la hija de esta idiota eso es lo que hace y de victima las pelotas,0,37,233,46
hay q seguir lo q dice la oms no esta cara de nana por dios que afan de de tocar las pelotas esta zorra,0,20,103,24
a punto de silenciar al alcalde la eleccion es en noviembre y ya me hincharon las pelotas,0,17,89,17
me importa poco solo leo a un weeta q se cree cool escribiendo tonteras sin sentido un weon q ya esta feliz pk alguien le contesto anarko las pelotas un simple weon q apenas sabe escribir,0,31,187,36
logo mal como las pelotas con el triunfo del bastardo del orrego eso,0,12,68,13
sss y siguen con la arrogancia no han aprendido nada si son tan pelotas,0,14,71,14
oye que se siente ganar con el voto facho vendido de mierda cuando empiezas a pagar los favores asco debiese darte celebrar tu triunfo una vez mas tu puto partido aliado a la derecha responde si tienes pelotas wn de mierda,0,37,222,41
con el caso de eriksen creo humildemente que es necesario que cuerpo de arbitros pasa pelotas y jugadores sepan como dar un rcp algun curso o capacitacion,0,25,154,27
basicamente es asegurarse que no ocurra de nuevo el golpe del seventy-three donde estaban mas apegadas a la constitucion mis pelotas que el actuar de los milicos,0,24,161,27
ya poh huevones o siguen pegados en el y el o no tienen pelotas para defender su dignidad como seres humanos dejen de ser cagones y sale a la calle,0,27,147,30
me tiene hasta las pelotas la supremacia siquiatrica,0,8,52,8
letr3 peru afines a fp y a keiko mandaron a sus masas a la casa del director para asustarlo e intentar convencerlo de que haga lo que le imponen aunque eso viole la constitucion y los decretos del tc ?con que pelotas van a poder decir despues que los terroristas son los otros,0,42,276,53
le hable tanto pero solo soy la hermana mayor que hincha las pelotas,0,13,68,13
como las pelotas,0,3,16,3
marinovic me salio como las pelotas el tweet por escribir rapido lo quise decir es q esta probado q las cuarentenas son efectivas entre fifteen a twenty-one dias y q no sirve encuarentenar algunas comunas porque alta movilidad no disminuye la proxima semana debiesen bajar los contagios,0,43,286,47
que esta hablando el saco de pelotas de bellolio,0,8,48,9
la cueca en pelotas encerrados menos para ir a votar,0,10,52,10
poner en funcionamiento un pase de movilidad y exactamente fifteen dias despues mandar a cuarentena a seven millones de personas en es el mejor ejemplo de una administracion sanitaria como las reverendas pelotas toda la rm,0,32,222,36
javiera grez uff ella deberia estar tambien para ser pequena es veloz y encara sin miedo ademas es unas de las pocas pequenas que tiene un nivel de rechazo que puede ganar pelotas aereas apesar que sea pequena,0,33,209,38
a estos pelotas solo les importa la cantidad no la calidad... da susto,0,13,70,13
"q llegue el domingo para que los santiaguinos puedan votar por gobernador y se dejen de hinchar las pelotas q eleccion mas intrascendente como los ""superclasicos"" de los ultimos ten anos los inflan como la final del mundo y son una siesta",0,37,238,42
seria bueno hacerlo si siguen destruyendo este pais ahora si ademas nos roban y nos dejan en pelotas quien lanzara la primera piedra en momentos de crisis siempre aparece un lider innato y creo que hay muchos,0,33,208,37
recoleta del norte hecho mierda y el comunismo agarra a los pobres y les miente que ideologia mas nefasta quiere a todo chile pobre y el nine pelotudo cree que el comunismo cambio no cambio pelotudo es el mismo librito como el de hitler eres weon,0,35,246,46
m ser el primer pais en latan en elegir a un marxista allende somos re weones,0,15,77,16
obvio que es malo pero como respondieron los chilenos con una nueva constitucion y un gobierno comunista son weones con mayuscula,0,20,129,21
mentira jadue dijo q las afp siguen para los q quieran weones y informen bien,0,14,77,15
bueno y que haran con los weones que a dedillo les otorgan embajadas eso debe ser voto popular basta de corruptos y ladrones como tu,1,23,132,25
estan puro webiando tambien hacen gallito con los weones del gobierno y nadie piensa en la gente,0,17,96,17
entiendan weones duros chile y cl no queremos que nuestra plata porque es nuestra plata no es de ustedes no queremos que sea regalada a delincuentes no queremos pueden entenderlo por las rechuchas,0,24,196,33
estos weones no paran de tirar la plata en bots xd bueno aprovechen que en noviembre van a quedar con tragedia,0,20,110,21
ahhh los weones chantas,0,4,23,4
una pregunta ?todos los abogados de la uc son igual de weones o te llevaste el premiado,0,17,87,17
guaton reculiao indecente lo de los ojos es un vulgar chamullo las basuras tenian hasta puestos de ventas en plaza italia y creo que tampoco nunca viste a weones con rifles a postones y ondas humanas,0,33,199,36
hay que ser muy weones para unirse a esos qlos republicanos patriotas ideologicos que lo unico que quieren que todos piensen como ellos no gracias,0,22,146,25
oye una burla la publicidad de sodimac si encuentras un precio mas bajo en otro lado no solo te lo igualan sino que te hacen un descuento de twenty ademas osea los weones estan admitiendo que subieron todos los precios y aun haciendo descuento del twenty gana plata,0,41,265,48
encuentro que sao tiene una buena historia de fondo pero los protagonistas son muy weones muchos amor y esas cosas raras al menos para mi la primera temporada es pasable pero las que vienen son del asco,0,34,202,37
chascona74 aqui politicos corruptos y populacheros los imbeciles ni idea tienen que les pasaran alguna cuenta los de la zurda como tan weones,1,22,141,23
ese sueldo actual solo permite que los weones quieran llegar ahi a forrarse no hay vocacion real de servicio ya esta bueno ya,1,22,125,23
un puro independiente en tv y los los demas puros weones que no quiere nadiecontigochv,0,14,86,15
pa k pescsn weones resentidos dejenlo k se desahogue pura mierda,0,10,64,11
mientras el ministro trabaja y trabaja en favor de chilenos para contener la pandemia los politicos vagos zurdos intentan destruirlo... con el voto obligatorio la gente conservadora anti zurda saldra a votar...,0,30,210,32
llerena ahh que le gustaria a estos zanganos zurdeques,0,9,54,9
asi que muchaches ya saben si votan por jadue no pueden tener propiedades auto olvidate de tener un iphone no pueden vestir bien por supuesto tienen que ser pobres hediondos y tener na,0,27,184,33
obviamente no para los politicos es mas importante esto que la salud de los chilenos,0,14,84,15
?estaremos ciego y nuestros reyes andan desnudos mientras otros comunistas andan por camino de leche y miel y escapan ex umbra in solem vea el video del vietnam comunista q no tiene nada q ver con comunistas chilenos,0,34,216,38
que tengan un buen dia lo mejor de ayer en san carlos el minuto de silencio a los chilenos fallecidos x el en el gobierno de deberian tener un memorial para que sean recordados x siempre y jamas olvidados de futbol mejor no hablar,0,34,230,44
yo me pregunto estara preocupada la onu es de los eighty-four migrentes delincuente chilenos que nos regreso la union europea onu preocupada por expulsiones forzosas de migrantes en chile via,1,26,191,30
pinera encarna el arquetipo chileno un farsante un hipocrita un timador taimado asi son los chilenos,0,14,100,16
no pero los chilenos son menos liberales que al elite cultural en cuanto a temas sociales aunque mas que la elite economica,0,20,123,22
que verguenza deportaron a ladrones chilenos desde europa,0,8,57,8
correcto pero tambien esta el riesgo porque tu no sabes si el peso ira a valer lo mismo en twelve anos o si voy a poder pagarte a futuro entonces los creditos en pesos chilenos pasarian a juntar mucho mas interes y te aseguro que finalmente pagarias mucho mas,0,41,259,49
los chilenos en este momento,0,5,28,5
ademas no puede nacionalizar algo que es de todos los chilenos es nacional ya es un vulgar robo,0,16,95,18
marinovic a ambos tan malo y mediocre como los chilenos fraude amplio y comunistas,0,13,82,14
meneses quiere su one hundred para andar bien por la seleccion como muchos chilenos quieren su,0,15,94,16
brilanteeeeeeeeeeeeee don pato hace rato hace el ridiculo amp familia expertos de mamar los impuestos de todos los chilenos,0,16,123,19
y el resto de los chilenos encerrados,0,7,37,7
chilenos voten por el comunista daniel jadue porqye luego salga elejido se cambiara el apellido a daniel fraude,0,16,111,18
los chilenos cortan el himno chileno en chile para que la seleccion chilena termine cantando acapella basta en el maracana nomas salio bonito,0,21,141,23
para el modelo es el optimo hay que defenderlo y profundizarlo al parecer el senador estuvo afuera de chile en octubre cuando el eighty de los chilenos le dijo que ese modelo esta obsoleto mas claro donde el domingo todos por ol,0,35,228,42
yo terminando una reunion con mis companeros de trabajo chilenos que gane chile ctm tambien yo al terminar la reunion empata con bolivia porfa,0,21,142,24
despues de esto a alguien le cabe alguna duda de que ven a chile como su negocio como su propiedad y a todo el resto de los chilenos como sus empleados no estan eligiendo un presidente estan poniendo a un gerente,0,31,212,41
bestie tienes algun otro edit de los cabros como chilenos como tu foto de perfil ojala de felix,0,15,95,18
me carga relacionarme con chilenos en habbo se sienten tan unicos diferentes especiales dan mucho cringe operense la mente porfa,0,20,128,20
pq los chilenos hablamos como el lolyflayerssss incluidos periodistas comentaristas y cuanto wn andw por ahi,0,16,108,16
asi es la suerte de los chilenos poh,0,8,36,8
este mocoso cree q los chilenos somos pelotudos tenemos anos de conocernos y mas aun de conocer a los sinverguenzas como este,0,19,125,22
arturo vidal tiene mas aire que todo el periodismo chilenos juntos solo caminando,0,13,81,13
vamos que venezuela esta 2o vamos chilenos reventar twitter y que escuche el gobierno,0,12,85,14
four yo prefiero que los jugadores chilenos se vayan a la liga mexicana que quedarsw en este futbol de mierda,0,19,109,20
y a costillas de todos los chilenos,1,7,35,7
espero legislen por los chilenos y chilenas para lo que fueron elegidos sin sacar la calculadora politica,0,17,105,17
hay que asumir que el liberalismo de izquierda y derecha estan tremendamente desconectados del mundo de la vida de los chilenos hay que venderles una asesoria comunicacional profunda,0,23,182,28
vamos chilenos,0,2,14,2
tapia kona estos asesinos ya pasaron la barrera de los thirty-eight mil muertos pinera con su gestion callampa de la pandemia a matado mas chilenos q la suma de todas las guerras en las q participo chile,0,31,203,37
y despues del pago bono universal a fifteen zero zero de chilenos cuarentena nacional three meses encerrados,0,16,108,17
fbf vamos chilenos,0,3,18,3
por cada pantera cojuda habemos five hundred chilenos que admiramos tu trabajo,0,12,78,12
que raro... los medios de comunicacion chilenos son todos de derechas... entonces...,0,12,84,12
en esa sede ya no atienden chilenos la dejaron solo para inmigrantes,0,12,68,12
fotos sin chilenos el equipo ideal de copa america que propuso el diario espanol marca,0,14,86,15
no se puede ellos viven aca muchos ya tienen nacionalidad chilena y sus hijos son tan chilenos como tu o como yo,0,21,112,22
ife universal estudio revelo que el forty-five de los chilenos usara el beneficio para invertir ahorrar y pagar deudas,0,18,118,19
lamentablemente las empresas chilenas han permitido que los chilenos sean desplazados,0,11,85,11
el mal mayor es cerrarnos como chilenos que buscamos la libertad nuestro deber es coartar el crecimiento del comunismo,0,17,118,19
absolutamente de acuerdo en que chile y nosotros los chilenos no merecemos otro mal gobierno pero ojo ni de derecha ni izquierda,0,20,128,22
chile informa que se extendio la vigencia de las cedulas de identidad de ciudadanos chilenos vencidas en two thousand and twenty y two thousand and twenty-one hasta el thirty-one de diciembre de este ano para conocer mas entra a olavarria,0,33,238,40
miles de chilenos y chilenas tratando de entrar al y la respuesta que se obtiene despues de muchos intentos es que la pagina del se encuentra en mantencion del uno mas vergonzoso,0,25,178,32
salvador allende en terreno junto a los chilenos mas necesitados inigualable en su humildad y carisma ante el pueblo fuente,0,19,123,20
cualquier persona que no sea de extremo izquierda es facho la mayoria de los chilenos no quieren comunismo son todos fachos,0,19,123,21
es una pena lo que pasa en peru ojala que los chilenos se den cuenta de aqui a nuestras elecciones y evitemos que se forme la union de republicas socialistas de sudamerica igual ya estamos en la b,0,31,196,38
chilenos residentes en peru regresan a chile,0,7,44,7
para los chilenos primero los turistas a la cola,0,8,48,9
ife universal se lo dire de otra forma bono universal solo para chilenos requisito unico y seria el fin de extranjeros de paso que solo se vienen a enriquecerse o solo para comprar en chile y luego virarse,1,30,205,38
y algunos chilenos por lo que leo tambien,0,8,41,8
capitales chilenos salen de peru,0,5,32,5
!al igual que en venezuela y cuba ahora los peruanos a quienes les gustan las cosas de marcas tendran q empezar a usar arapos solamente no puedo recordar quien fue q me dijo q los peruanos eran mas inteligentes q los chilenos,0,36,225,42
poca manga queda para evitar un 4to 5to o el one hundred d las afp es y sera el salvavidas d los q no calificamos al ife aun hay miles de chilenos cesantes q necesitan mantenerse con la cabeza fuera del agua hasta finde ano por eso,0,44,231,47
chilenos que apoyan keiko saco weas qls,0,7,39,7
cuentale a la gente que los musicos chilenos son de temporada y de moda no les dan mas permiso c,0,19,96,20
todos estos se llenan la boca de reclamos cuantos han generado trabajo y empleo para otros chilenos cuantas veces han reclamado directamente al dueno que el trabajo que tienen es muy malo e indicado que son corruptos la mayoria son inconsecuentes usuarios cyber day,0,38,265,44
<<primera>> muestra lo ocurrido con varios chilenos que protagonizaron las manifestaciones que comenzaron en octubre de two thousand and nineteen,0,21,145,20
el equipo ideal de la libertadores en fifa twenty-one tiene dos chilenos,0,12,72,12
y cuando la bancada de revisa las leyes para terminar con las discriminaciones legales a la mujer cuando la bancada de diputados de la chile presenta un proyecto para terminar con la discrecionalidad de los jueces de garantia cuando trabajan por los chilenos,0,27,258,43
el pueblo chileno no tiene nada que agradecer a salvo las violaciones a los ddhh cometidas desde el sr hable a titulo personal porque usted no representa el pensamiento de los chilenos,0,26,184,32
el rsh solo acredita los ingresos pero hace oidos sordos a todos los egresos del hogar no considera deudas habitacionales educacionales o comerciales y eso le juega en contra a varios chilenos la clase media es un invento no mas para dejarlos a su suerte,0,41,254,45
el fondo e es renta fija quieren deshacer una de la reformas originalmente solo podian invertir en empresas chilenas y bonos chilenos la idea era q rentaran mas ya q las rentabilidades de las empresas locales habian disminuido sus rentabilidades,0,34,245,40
nuestra organizacion participo de todo el proceso de participacion ciudadana nunca hubo peajes al igual que con una vez mas abusan del pueblo chilote,0,23,149,24
ya me traje al taller mi chaleco chilote pero con este clima me voy a tener que traer tb una polera y unas chalas,0,23,113,24
marinovic no importa lo que chilote no entiende es que el pc es el que va a expropiar controlar precios estatizar e imprimir billetes cree que se ha hecho eso en estas decadas,1,27,175,33
yo no voto yo no quiero contaminarme en la pandemia mas peligrosa sin camas con los casos mas altos no puedes trotar pero si puedes morir en una caseta de 2x2 por el futuro diplomatico de two futuros chupa sangres el hambre del poder,0,36,233,44
parada s en un video y el chupa medias y su programa chupa calzones,0,12,67,14
la chupa lumas de uno de los fraudes mas grandes de este desgobierno debe ser el nuevo reemplazo de la cecilia,0,17,110,21
si alguien me chupa una teta una one vez mas me van a tener que empezar a regalar weas pal dia de la madre,0,21,106,24
hay un poco de comentario en tu chupa de tula,0,9,45,10
que horror dios mio gobierno de mierda porque no merece otro apelativo de estos chupa sangre ineptos y sinverguenzas de pinera y sus secuaces estoy furiosa hasta cuando,1,25,168,28
camarin chupa el pico azul azul y la conchetumadre,0,8,50,9
esta bien uno puede gastar en lo que quiera el mes pasado fui por los audifonos sony con cancelacion de ruido que son la ultima chupa del mate buenos buenos,0,28,156,30
digo por dignidad lo dejaran pasear 40mil familias lloran y este sdw se da el lujo de salir es como el alcoholico se chupa toda la plata y en casa los ninos no tienen que comer,0,33,176,36
cc boxeo asi son las zorras tapas en cebo criticando un partido malo o un error y la gloria la chupa como pico las lacras qlas por eso hace rato no ganan nada y seguira siendo asi,0,32,179,37
viejo chupa mocos del asesino maduro sigue robando nosotros solo votaremos por la inteligencia no por los ladrones sinverguenzas narcomunistas pedofilos,1,20,152,21
chile chile teni el culo mojado pidiendo milicos chupa fusil reqlao,0,10,67,11
pq mi estimado poco hombre si vamos a hablar de delincuencia q sea transversal y no a lo chupa pico rastrero o lo de los aparcaderos de estos ultimos dias no te merece condena o los miles de pesos robados no necesito arrastrarme por nadie a diferencia tuya guata de callo,0,40,271,51
mira que pa chupa hueso ya me como una cotilla asa lease con acento andaluz,0,15,75,15
estamos kg2s estado fallido politicos sin verguenza policias la drones y ase sinos prensa ven di da empresarios financistas chupa sangre pueblo des unido y des organizado estoy hoy con bio ritmo ba jo,0,32,200,34
aaaaaaay flaite culiao chuncho culiao chupa pico y weon pendejo ql hediondo a quesillo,0,13,86,14
a vo te vengo paseando hace rato sipo chupa pico del twitter,0,12,60,12
gente culia canones culiaos que la chupen bien chupa yo encuentro que estay regia y mejor que boloco cecilia a la misma edad,0,20,124,23
ocupa mi codigo rajon chupa raja,0,6,32,6
chile no merece a ningun otro gobierno de las mismas lacras y chupa sangre de siempre la incluyo,1,17,96,18
chupa el pico,0,3,13,3
primero chupar ese culito como hueso de pollo jajaj y despues ponerte en four y meterlo hasta el fondo de ese culito tan rico,0,20,125,24
gente wna en un pais donde se distribuyen millones de vacunas totalmente gratis la gente no se vacuna y en otros paises principalmente donde reina el socialismo hay que chupar verga por una vacuna,0,29,196,34
espero que todavia me quede harto combustible de reserva escondido ya que estos me han tratado de chupar la sangre el sudor y hasta la saliva y adonde va a parar,0,26,161,31
usted se pone mascarilla para chupar hoyo,0,7,41,7
limpiandose la boca pa chupar picos,0,6,35,6
no puedo comer nada solido ni chupar nada con bombilla oh ah pero tampoco,0,13,73,14
w1tch entonces cual es la conclusion de esta noble y elevado dialogo chupar o no chupar esa es la cuestion,0,17,106,20
w1tch hola solo quiero pasar a decir que si alguien me quiere chupar el poto a la orden,0,17,87,18
cruzalba qlo defendi a cagones y mira la wea que paso hoy alla anda chupar pico pa alla arriba noma,0,19,99,20
igual vi una notable mejora entre la direccion tecnica del profesor lasarte y rueda nos falta un nine killer de area y seria punto aparte el perking que viene a chupar a chile y perdemos un buen jugador adentro de la cancha,0,36,223,42
elemento comun dos presidentes que fueron a chupar picos a los dirigentes y terminan siendo perjudicados siempre en fin la hipoverga,0,20,132,21
el que diga que vidal no hace falta en el equipo que me la venga a chupar jiles qlos,0,16,84,19
w1tch prioridades chupar oyo,0,4,28,4
bueno a los que nos gusta chupar culo tampoco es que sea lo mas higienico del mundo jaja,0,17,88,18
caroca uyy y por eso debo entregar el voto a borrego despues de thirty anos de chupar la teta como todo dc chao,0,22,111,23
y colchane en fase four seran inmunes o sera para tener la puerta abierta en cada eleccion,0,16,90,17
"mientras tanto en colchane pob one thousand, three hundred and eighty-four ya tienen reparada y lista la pista de aterrizaje chile avanza",0,23,137,22
pobres colombianos estan traumatizados con el uribismo,0,7,54,7
nooo pobres colombianos sumidos en la ignorancia estudie que sigue si revocan un alcalde,0,14,88,14
es verdad todos los colombianos son iguales con o sin uniforme,0,11,62,11
un pobre weon comunacho,0,4,23,4
wolf zero chaoooooo ol dices todo lo de un comunacho infeliz,0,11,60,11
el muy careraja tiene que primero ganar las primarias por mi parte ire a votar por el waton boric solo pa que el comunacho quede fuera,0,22,134,26
el comunacho jadue tomo la representacion de palestina en chile,0,10,63,10
chile ol trabajaras eso desde una gobernacion sin poder jajaja este comunacho esta muy loco,0,15,91,15
"mi abuelita decia... se acabaran las piedras en el mundo pero mas de algun ""comunacho cabeza de piedra"" quedara",0,21,111,19
y despues a donde si sale el comunacho jadue impresionante que hayan aun tarados que crean en las maravillas del comunismo one hundred and fifty millones de asesinatos y nunca nunca ha funcionado ...,1,31,199,34
pablo el puso la bomba tenia contacto con el mamo por favor pq en el universo twitter si no piensas cpmo yo eres facho comunacho negro o blanco cada uno tiene sus ideales y se defienden con argumentos no con descalificacion si no te gusta ese ideal pasa y no descalifique,0,42,271,51
me parece que esas categorias facho comunacho zurdo precisamente no permiten entrar en dialogo con el que piensa distinto vas a poner a la defensiva a cualquiera que trates de esa forma si lo que te interesa es dialogar no creo que sea recomendable usar esas expresiones,0,39,270,47
que el pc s a se ponga comunacho,0,8,32,8
yo igual quede chata con tanto comunacho electo corruptamente en stgo como la hassler y concejales,0,16,98,16
no siempre fue comunacho pero se hizo el weon durante el gobierno militar,0,12,73,13
sorry si no he seguido a todos quienes me siguen pero a veces se me pasa avisenme por favor pero si eres comunacho no te sigo por hediondo por feo y por acefalo,1,25,160,33
siempre fue comunacho ?o no,0,6,27,5
"comunacho poco consecuente viviste al alero del ""diabolico"" sistema capitalista por decadas hiciste tu trabajo y re remuneraron muy bien en tu sistema solo por los aplausos",0,26,172,27
si avanzan los comunistas nos esperan estos ninos en las calles,1,11,63,11
pienso que jadue pide garantias de no ser derrocado porque planea hacer cosas por las cuales otros gobiernos comunistas han sido derrocados,0,22,139,22
el guion de jaude sera que perdieron por baja participacion y que es culpa del gobierno !obvio para los comunistas siempre hay un culpable que no son ellos,0,27,155,28
oscar vivo en chile un pais que todavia puede llamarse libre y democratico lo cual esta es riesgo absoluto con el avance del comunismo y su ideologia genocida y criminal por eso recomiendo en cada lugar que puedo que por favor si valora su libertad no vote por ideologias comunistas,1,42,282,50
toda la tropa de izquierda y comunistas que usan al pueblo para llenarse ellos los bolsillos de plata del trabajadores,1,19,118,20
estas ratas comunistas tuvieron escondidos thirty anos y ahora salen y ya se creen duenos del pais,0,16,98,17
por que los comunistas se comen las guaguas no he sabido de ninguna guagua comida tal vez en rusia en pleno invierno en la primera guerra mundias y en la 2a tambien hayan habido casos de comerse guaguas ya muertas no habia que comer pero de ahi que mataran una guagua hay,1,41,271,52
